Player Name          Place     RD1  RD2  RD3  RD4  TOTAL     Money Won
P 88                 42        55   34   80   65   234       $     0.00
P  6                 43        98   10   89   38   235       $     0.00
P 39                 43        35   62   81   57   235       $     0.00
P 16                 45        10   82   83   61   236       $     0.00
P 15*                46        51   52   89   46   238       $     0.00
P 43                 47        51   12   88   89   240       $     0.00
P 22*                48        46   79   99   18   242       $     0.00
P 64                 49        56   29   87   72   244       $     0.00
P128                 50        64   51   40   91   246       $     0.00
P 31*                51        49   37   91   70   247       $     0.00
P 74                 52        53   23   99   90   265       $     0.00
P 59                 53        99   21   62   89   271       $     0.00
P 62                 54        26   69   95   86   276       $     0.00
P 91                 55        12   96   74   95   277       $     0.00
P 72                 56        10   94   96   82   282       $     0.00
P110                 57        50   44   98   95   287       $     0.00

Player Name          Place     RD1  RD2  RD3  RD4  TOTAL     Money Won
-----------------------------------------------------------------------
P 88*                1         11   12   57   12   92        $     0.00
P 99                 2         19   17   22   36   94        $     0.00
P 41*                3         33   41   23   12   109       $     0.00
P 80                 4         23   27   31   29   110       $     0.00
P 90                 5         33   69   11   11   124       $     0.00
P 42                 6         16   46   48   17   127       $     0.00
P 65                 7         23   27   37   44   131       $     0.00
P 84                 8         12   67   34   24   137       $     0.00
P 37*                9         36   30   14   68   148       $     0.00
P104                 10        41   28   29   54   152       $     0.00
P 62                 11        35   76   19   25   155       $     0.00
P 47                 12        24   13   81   40   158       $     0.00
P101                 13        40   24   42   62   168       $     0.00
P 33                 14        51   68   38   15   172       $     0.00
P109                 15        48   85   10   37   180       $     0.00
P 98                 16        71   15   12   84   182       $     0.00
P110                 16        11   51   34   86   182       $     0.00
P 76                 18        52   42   46   46   186       $     0.00
P 43                 19        64   57   32   39   192       $     0.00
P 95                 20        81   50   49   20   200       $     0.00
P 56                 21        65   42   53   43   203       $     0.00
P 19                 22        17   81   10   98   206       $     0.00
P 15*                23        87   57   41   22   207       $     0.00
P 96*                23        56   25   42   84   207       $     0.00
P 22                 25        24   60   81   45   210       $     0.00
P 36                 26        54   58   73   26   211       $     0.00
P 78                 27        29   58   58   69   214       $     0.00
P 53                 28        74   51   35   55   215       $     0.00
P 63                 29        56   68   63   35   222       $     0.00
P 57                 30        17   65   63   82   227       $     0.00
P 64*                31        54   24   52   98   228       $     0.00
P 32                 32        45   77   89   18   229       $     0.00
P 38                 32        63   35   95   36   229       $     0.00
P 73                 34        34   12   99   86   231       $     0.00
P 16                 35        81   36   53   62   232       $     0.00
P 59*                36        51   14   79   89   233       $     0.00
P 13                 37        67   36   72   59   234       $     0.00
P 34                 38        67   57   42   69   235       $     0.00
P 10*                39        97   15   27   97   236       $     0.00
P 89*                40        58   72   17   91   238       $     0.00
P111*                41        51   42   57   99   249       $     0.00
P 27                 42        61   55   55   83   254       $     0.00
P 70                 43        35   49   76   95   255       $     0.00
P 28                 44        18   81   63   97   259       $     0.00
P 60                 45        54   79   88   40   261       $     0.00
P 83*                46        82   55   90   35   262       $     0.00
P 79                 47        68   49   71   77   265       $     0.00
P112*                48        58   78   34   99   269       $     0.00
P 31                 49        90   46   98   37   271       $     0.00
P100*                49        55   76   71   69   271       $     0.00
P 52                 51        35   74   78   89   276       $     0.00
P 17*                52        26   84   80   96   286       $     0.00
P 50*                53        82   41   75   89   287       $     0.00
P 74                 54        49   84   70   90   293       $     0.00
P 68*                55        41   89   83   82   295       $     0.00

Player Name          Place     RD1  RD2  RD3  RD4  TOTAL     Money Won
-----------------------------------------------------------------------
P 26                 1         56   21   13   31   121       $     0.00
P 25*                2         10   60   19   45   134       $     0.00
P  6                 3         76   40   27   11   154       $     0.00
P 13*                4         57   11   39   52   159       $     0.00
P  7                 5         26   48   22   75   171       $     0.00
P  4                 6         18   25   84   49   176       $     0.00
P 11                 7         20   73   75   17   185       $     0.00
P 17                 8         28   66   22   76   192       $     0.00
P  2*                9         72   24   85   14   195       $     0.00
P 27                 10        83   30   44   44   201       $     0.00
P  1                 11        12   86   18   94   210       $     0.00
P 24                 12        94   20   99   23   236       $     0.00
P 23                 13        90   72   63   12   237       $     0.00
P 10                 14        96   86   14   42   238       $     0.00
P 21                 14        76   92   45   25   238       $     0.00
P 30                 16        35   76   76   55   242       $     0.00
P 20*                17        90   68   37   50   245       $     0.00
P 19                 18        44   54   93   62   253       $     0.00
P  9                 19        76   16   98   67   257       $     0.00
P 22                 20        91   30   47   98   266       $     0.00
P 29*                21        63   74   60   89   286       $     0.00
P 28*                22        86   70   91   48   295       $     0.00
P 16*                23        76   62   82   81   301       $     0.00
P 12                 24        80   91   85   70   326       $     0.00

Player Name          Place     RD1  RD2  RD3  RD4  TOTAL     Money Won
-----------------------------------------------------------------------
P 37                 1         40   26   19   21   106       $     0.00
P 41                 2         27   36   30   32   125       $     0.00
P  9                 3         20   20   70   17   127       $     0.00
P  7                 4         10   77   17   24   128       $     0.00
P 50                 5         45   66   12   13   136       $     0.00
P 46*                6         26   31   55   32   144       $     0.00
P 24                 7         15   72   44   14   145       $     0.00
P 47                 7         28   17   23   77   145       $     0.00
P 61                 9         72   37   31   10   150       $     0.00
P 35                 10        70   10   13   61   154       $     0.00
P 30*                11        58   37   49   14   158       $     0.00
P 48*                12        57   46   19   45   167       $     0.00
P 55                 12        55   10   21   81   167       $     0.00
P 51                 14        19   21   91   45   176       $     0.00
P 58                 15        87   38   29   28   182       $     0.00
P 10                 16        24   44   97   21   186       $     0.00
P  5                 17        94   40   18   37   189       $     0.00
P  6*                18        11   47   75   60   193       $     0.00
P 19                 19        67   72   41   15   195       $     0.00
P 16                 20        28   59   99   14   200       $     0.00
P 26*                21        20   85   46   51   202       $     0.00
P 20                 22        56   15   81   60   212       $     0.00
P  8                 23        88   77   35   13   213       $     0.00
P 40                 24        57   75   67   16   215       $     0.00
P 21                 25        48   86   31   51   216       $     0.00
P 29*                26        57   85   59   19   220       $     0.00
P  1                 27        63   42   74   50   229       $     0.00
P 38                 27        72   71   63   23   229       $     0.00
P 28                 29        17   99   17   97   230       $     0.00
P 56                 30        62   43   46   80   231       $     0.00
P 25*                31        90   34   97   20   241       $     0.00
P 39                 32        75   78   54   35   242       $     0.00
P 13                 33        81   77   52   33   243       $     0.00
P  3*                34        57   83   48   59   247       $     0.00
P 14*                35        67   70   36   76   249       $     0.00
P 64                 36        94   50   79   37   260       $     0.00
P 36*                37        51   87   48   90   276       $     0.00
P 42                 38        83   33   84   77   277       $     0.00
P 23                 39        24   86   69   99   278       $     0.00
P 53                 40        92   64   77   47   280       $     0.00
P 63                 41        92   56   53   85   286       $     0.00
P 11                 42        48   88   89   62   287       $     0.00
P 49                 43        34   87   95   80   296       $     0.00
P 52                 44        99   90   50   59   298       $     0.00
P 27                 45        31   85   88   98   302       $     0.00
P 32*                46        89   83   89   50   311       $     0.00

Player Name          Place     RD1  RD2  RD3  RD4  TOTAL     Money Won
-----------------------------------------------------------------------
P 25                 1         31   71   31   15   148       $     0.00
P  8*                2         15   86   25   30   156       $     0.00
P 17                 3         58   64   16   42   180       $     0.00
P  7                 4         67   62   20   35   184       $     0.00
P 10                 5         18   13   95   68   194       $     0.00
P  5                 6         57   94   30   20   201       $     0.00
P 23                 7         55   13   70   65   203       $     0.00
P 26                 8         26   83   34   61   204       $     0.00
P  2                 9         47   43   90   25   205       $     0.00
P 41                 9         30   10   82   83   205       $     0.00
P 24                 11        20   76   15   99   210       $     0.00
P 38                 12        79   31   54   49   213       $     0.00
P  4                 13        29   14   80   93   216       $     0.00
P 33*                14        27   79   96   23   225       $     0.00
P 12*                15        47   69   73   41   230       $     0.00
P 43                 16        68   61   56   74   259       $     0.00
P 19                 17        76   41   48   99   264       $     0.00
P 37                 18        79   85   60   49   273       $     0.00
P 27                 19        97   56   77   47   277       $     0.00
P 11                 20        36   93   72   80   281       $     0.00
P 31*                21        86   90   52   81   309       $     0.00
P 30                 22        81   84   70   85   320       $     0.00
P 29*                23        75   70   97   82   324       $     0.00

Player Name          Place     RD1  RD2  RD3  RD4  TOTAL     Money Won
-----------------------------------------------------------------------
P 74*                1         27   28   10   21   86        $     0.00
P 34                 2         47   14   32   24   117       $     0.00
P 32                 3         36   24   53   16   129       $     0.00
P 64                 4         48   38   42   11   139       $     0.00
P 11                 5         37   10   43   59   149       $     0.00
P 88                 6         17   23   32   84   156       $     0.00
P 51                 7         14   71   55   17   157       $     0.00
P 43                 8         47   57   40   14   158       $     0.00
P 68                 9         25   28   91   26   170       $     0.00
P 31                 10        55   25   71   22   173       $     0.00
P 57                 11        11   36   50   77   174       $     0.00
P 83                 11        37   62   29   46   174       $     0.00
P 98*                11        56   22   85   11   174       $     0.00
P  9                 14        35   56   13   73   177       $     0.00
P 52                 15        17   38   92   32   179       $     0.00
P 62*                16        38   52   67   24   181       $     0.00
P 48                 17        48   10   70   56   184       $     0.00
P 94                 17        18   56   82   28   184       $     0.00
P 22                 19        92   44   38   11   185       $     0.00
P 79*                20        34   40   34   78   186       $     0.00
P 45                 21        77   28   46   39   190       $     0.00
P 17                 22        10   68   72   42   192       $     0.00
P 18                 22        37   88   15   52   192       $     0.00
P 14                 24        14   33   57   94   198       $     0.00
P 36                 25        19   64   35   83   201       $     0.00
P 24                 26        63   38   26   75   202       $     0.00
P 39                 26        83   27   24   68   202       $     0.00
P 54                 28        30   64   61   49   204       $     0.00
P 60                 28        83   18   33   70   204       $     0.00
P  3                 30        25   62   58   60   205       $     0.00
P 53                 31        54   50   69   35   208       $     0.00
P 16*                32        49   75   64   23   211       $     0.00
P 49                 32        98   32   49   32   211       $     0.00
P 21                 34        26   20   99   68   213       $     0.00
P 37                 35        35   39   80   60   214       $     0.00
P 41                 36        91   24   45   62   222       $     0.00
P 65*                37        56   71   12   87   226       $     0.00
P 89*                38        89   49   10   81   229       $     0.00
P 93                 38        24   73   95   37   229       $     0.00
P  7                 40        13   77   97   45   232       $     0.00
P 66                 41        83   65   27   58   233       $     0.00
P 70                 41        86   49   80   18   233       $     0.00
P101*                43        61   80   47   49   237       $     0.00
P 56                 44        92   39   65   42   238       $     0.00
P 33                 45        39   34   74   96   243       $     0.00
P 28                 46        84   50   43   68   245       $     0.00
P 42                 47        90   44   55   59   248       $     0.00
P 63                 48        16   74   79   85   254       $     0.00
P 27                 49        64   78   43   70   255       $     0.00
P 76                 50        69   38   63   88   258       $     0.00
P 96                 51        76   61   38   88   263       $     0.00
P 44                 52        60   49   72   90   271       $     0.00
P  4                 53        70   66   91   45   272       $     0.00
P 91                 54        42   98   66   67   273       $     0.00
P 80                 55        41   76   88   88   293       $     0.00
P 71*                56        53   94   67   85   299       $     0.00
P  2                 57        93   39   91   99   322       $     0.00

Player Name          Place     RD1  RD2  RD3  RD4  TOTAL     Money Won
-----------------------------------------------------------------------
P 10*                1         25   35   16   16   92        $     0.00
P108                 2         14   42   10   29   95        $     0.00
P 28                 3         18   39   35   17   109       $     0.00
P133                 4         14   31   51   26   122       $     0.00
P 39                 5         64   28   14   17   123       $     0.00
P114                 6         27   51   14   32   124       $     0.00
P  1*                7         43   19   34   38   134       $     0.00
P103                 8         70   25   19   30   144       $     0.00
P 94                 9         52   36   39   18   145       $     0.00
P 49                 10        32   53   14   47   146       $     0.00
P106                 10        20   29   13   84   146       $     0.00
P137                 12        67   45   23   13   148       $     0.00
P 52                 13        30   31   75   14   150       $     0.00
P 91                 13        16   63   51   20   150       $     0.00
P119                 15        89   12   33   19   153       $     0.00
P116                 16        92   25   18   19   154       $     0.00
P 45                 17        49   18   77   20   164       $     0.00
P 30*                18        11   83   27   46   167       $     0.00
P  9                 19        24   59   38   49   170       $     0.00
P127                 20        14   40   60   57   171       $     0.00
P121                 21        50   23   38   63   174       $     0.00
P104*                22        30   31   85   33   179       $     0.00
P125                 23        19   99   40   22   180       $     0.00
P 42                 24        44   47   41   50   182       $     0.00
P 98                 25        79   16   24   65   184       $     0.00
P 40                 26        32   74   40   41   187       $     0.00
P109                 27        13   67   46   62   188       $     0.00
P118                 27        12   91   15   70   188       $     0.00
P136                 27        21   37   43   87   188       $     0.00
P 99                 30        38   68   41   44   191       $     0.00
P 19                 31        51   36   64   43   194       $     0.00
P 36                 31        15   79   59   41   194       $     0.00
P 71*                31        20   85   42   47   194       $     0.00
P 79*                34        65   39   35   56   195       $     0.00
P123                 34        17   36   49   93   195       $     0.00
P 12                 36        94   25   46   34   199       $     0.00
P100                 37        52   44   61   43   200       $     0.00
P 16                 38        55   42   12   96   205       $     0.00
P 22                 39        17   67   87   36   207       $     0.00
P  6                 40        47   27   49   88   211       $     0.00
P 43                 41        40   62   22   92   216       $     0.00
P 66                 41        48   53   37   78   216       $     0.00
P 38*                43        99   16   11   95   221       $     0.00
P  7                 44        70   47   90   16   223       $     0.00
P 64                 45        45   67   25   89   226       $     0.00
P  4                 46        51   51   44   81   227       $     0.00
P 65*                47        53   44   59   75   231       $     0.00
P 24                 48        38   38   80   77   233       $     0.00
P 41*                49        27   89   58   62   236       $     0.00
P 67*                50        76   39   99   23   237       $     0.00
P 35*                51        43   71   53   72   239       $     0.00
P 90*                52        56   38   77   85   256       $     0.00
P112                 52        59   58   67   72   256       $     0.00
P 82                 54        51   26   90   90   257       $     0.00
P 48                 55        58   61   81   62   262       $     0.00
P 20                 56        38   76   69   86   269       $     0.00
P122                 57        14   82   86   98   280       $     0.00

Player Name          Place     RD1  RD2  RD3  RD4  TOTAL     Money Won
-----------------------------------------------------------------------
P  6                 1         43   23   58   59   183       $     0.00
P  5                 2         53   71   41   26   191       $     0.00
P  7                 3         88   41   18   49   196       $     0.00
P  1                 4         30   69   92   10   201       $     0.00

Player Name          Place     RD1  RD2  RD3  RD4  TOTAL     Money Won
-----------------------------------------------------------------------
P 58                 1         42   28   13   14   97        $     0.00
P  9                 2         31   17   41   30   119       $     0.00
P 60*                3         60   26   20   18   124       $     0.00
P133*                4         36   42   47   16   141       $     0.00
P 45*                5         12   43   29   58   142       $     0.00
P 83                 6         12   23   71   38   144       $     0.00
P 32                 7         78   42   11   16   147       $     0.00
P 13                 8         14   45   74   18   151       $     0.00
P106                 9         56   42   20   36   154       $     0.00
P 82                 10        75   27   24   29   155       $     0.00
P 86                 11        36   22   31   70   159       $     0.00
P101                 11        35   79   27   18   159       $     0.00
P103                 13        77   45   10   30   162       $     0.00
P 90*                14        44   29   58   33   164       $     0.00
P 23                 15        15   29   48   73   165       $     0.00
P105                 16        37   23   37   71   168       $     0.00
P 67                 17        57   64   11   37   169       $     0.00
P 54                 18        13   59   62   37   171       $     0.00
P 95                 19        22   38   55   58   173       $     0.00
P 18*                20        74   39   31   31   175       $     0.00
P 91                 21        59   12   65   42   178       $     0.00
P125                 22        14   34   41   90   179       $     0.00
P 81                 23        45   54   55   28   182       $     0.00
P130                 23        36   35   42   69   182       $     0.00
P 97                 25        63   12   72   36   183       $     0.00
P110                 25        67   22   76   18   183       $     0.00
P 41                 27        98   21   45   24   188       $     0.00
P 52*                28        25   85   37   46   193       $     0.00
P 99                 29        48   68   26   52   194       $     0.00
P 48                 30        70   10   52   63   195       $     0.00
P 87                 31        20   73   95   10   198       $     0.00
P123                 31        18   17   80   83   198       $     0.00
P 42                 33        44   21   95   43   203       $     0.00
P 73                 33        26   80   58   39   203       $     0.00
P 36                 35        59   18   30   99   206       $     0.00
P 77*                36        22   12   79   97   210       $     0.00
P 88                 36        24   84   51   51   210       $     0.00
P 39*                38        32   33   49   99   213       $     0.00
P115*                39        74   44   79   17   214       $     0.00
P129                 39        14   95   84   21   214       $     0.00
P 74*                41        44   73   87   11   215       $     0.00
P132*                42        32   86   50   51   219       $     0.00
P 46                 43        69   13   68   73   223       $     0.00
P 47*                44        43   48   39   97   227       $     0.00
P 78*                44        18   95   66   48   227       $     0.00
P119*                46        60   29   90   55   234       $     0.00
P134                 47        39   70   74   54   237       $     0.00
P 92                 48        26   86   55   71   238       $     0.00
P121                 49        73   49   62   57   241       $     0.00
P 65                 50        78   42   99   25   244       $     0.00
P 34                 51        89   27   91   39   246       $     0.00
P118                 51        89   11   97   49   246       $     0.00
P 62                 53        73   48   75   51   247       $     0.00
P 70                 53        14   94   96   43   247       $     0.00
P137*                55        41   35   76   97   249       $     0.00
P 35                 56        40   56   71   96   263       $     0.00

Player Name          Place     RD1  RD2  RD3  RD4  TOTAL     Money Won
-----------------------------------------------------------------------
P 14                 1         39   12   17   20   88        $     0.00
P 30                 2         10   17   43   21   91        $     0.00
P 50                 3         14   20   29   69   132       $     0.00
P 69*                4         21   52   34   26   133       $     0.00
P 20                 5         76   17   37   15   145       $     0.00
P 56                 6         56   32   20   41   149       $     0.00
P 72                 7         19   22   20   89   150       $     0.00
P 49*                8         12   93   27   22   154       $     0.00
P 38*                9         36   27   67   28   158       $     0.00
P 19                 10        64   26   22   52   164       $     0.00
P 34                 10        41   29   83   11   164       $     0.00
P 70                 12        96   20   34   21   171       $     0.00
P 24                 13        47   17   86   24   174       $     0.00
P 71                 14        35   66   67   15   183       $     0.00
P 44*                15        13   65   25   85   188       $     0.00
P 60*                16        68   46   11   64   189       $     0.00
P 17                 17        19   88   61   22   190       $     0.00
P 47                 18        68   13   34   79   194       $     0.00
P 21*                19        45   29   99   29   202       $     0.00
P 32*                20        84   17   90   14   205       $     0.00
P 66                 20        44   69   30   62   205       $     0.00
P 12                 22        16   59   86   49   210       $     0.00
P 46                 23        40   68   14   89   211       $     0.00
P  4*                24        11   95   45   62   213       $     0.00
P 53*                24        11   73   77   52   213       $     0.00
P 48                 26        96   52   30   39   217       $     0.00
P 10                 27        87   49   46   36   218       $     0.00
P 15                 27        53   72   68   25   218       $     0.00
P 35*                29        73   57   30   59   219       $     0.00
P 42                 29        85   22   71   41   219       $     0.00
P 37                 31        30   95   45   53   223       $     0.00
P 52                 32        37   97   16   75   225       $     0.00
P 55*                33        33   72   76   49   230       $     0.00
P 57                 33        70   71   75   14   230       $     0.00
P 23                 35        64   96   58   21   239       $     0.00
P 67                 36        77   55   68   40   240       $     0.00
P 27                 37        94   39   96   15   244       $     0.00
P  8                 38        38   82   83   44   247       $     0.00
P  2                 39        84   42   37   85   248       $     0.00
P 62                 40        76   93   27   54   250       $     0.00
P 22                 41        67   28   64   93   252       $     0.00
P 51                 42        97   70   71   18   256       $     0.00
P  7*                43        85   65   64   44   258       $     0.00
P 45                 43        79   36   74   69   258       $     0.00
P 39                 45        48   76   51   84   259       $     0.00
P 68                 46        42   50   94   77   263       $     0.00
P 40                 47        81   58   60   72   271       $     0.00
P 11                 48        80   80   51   68   279       $     0.00
P 41*                49        99   69   94   42   304       $     0.00

Player Name          Place     RD1  RD2  RD3  RD4  TOTAL     Money Won
-----------------------------------------------------------------------
P 42                 1         13   53   31   41   138       $     0.00
P 34                 2         23   13   83   29   148       $     0.00
P  8                 3         59   12   62   18   151       $     0.00
P  5*                4         15   39   24   78   156       $     0.00
P 45                 5         47   71   24   15   157       $     0.00
P 10                 6         19   33   19   87   158       $     0.00
P 17*                7         70   18   38   43   169       $     0.00
P  7*                8         98   32   34   11   175       $     0.00
P 56                 9         42   57   13   64   176       $     0.00
P 22                 10        14   12   91   60   177       $     0.00
P 43                 11        25   52   29   72   178       $     0.00
P 15*                12        22   76   57   24   179       $     0.00
P 29                 13        93   19   34   43   189       $     0.00
P 31*                14        36   42   15   97   190       $     0.00
P 72*                14        68   38   29   55   190       $     0.00
P  1                 16        16   31   71   78   196       $     0.00
P 35*                16        23   63   75   35   196       $     0.00
P 52*                18        23   44   71   59   197       $     0.00
P  4                 19        75   27   65   32   199       $     0.00
P 71                 20        88   20   16   76   200       $     0.00
P 51                 21        55   22   45   80   202       $     0.00
P 49                 22        27   97   51   31   206       $     0.00
P 66                 23        26   95   68   29   218       $     0.00
P 61                 24        64   20   70   71   225       $     0.00
P 74                 25        65   40   96   26   227       $     0.00
P 58                 26        95   47   61   36   239       $     0.00
P 39                 27        95   52   84   10   241       $     0.00
P 57                 28        99   81   28   34   242       $     0.00
P  3                 29        78   78   28   62   246       $     0.00
P  9                 30        22   71   77   81   251       $     0.00
P 36                 31        68   76   16   93   253       $     0.00
P 62                 32        57   35   95   68   255       $     0.00
P  6*                33        14   67   98   80   259       $     0.00
P 27                 33        76   98   66   19   259       $     0.00
P 73*                35        80   85   76   19   260       $     0.00
P 32                 36        57   80   68   64   269       $     0.00
P 47                 37        93   91   34   59   277       $     0.00
P 68                 37        39   67   92   79   277       $     0.00
P 25                 39        67   26   94   94   281       $     0.00
P 64                 40        23   79   94   87   283       $     0.00
P 69                 41        73   74   91   48   286       $     0.00
P 38*                42        98   72   32   85   287       $     0.00
P  2                 43        79   97   83   95   354       $     0.00

Player Name          Place     RD1  RD2  RD3  RD4  TOTAL     Money Won
-----------------------------------------------------------------------
P 81                 1         10   23   16   60   109       $     0.00
P  3*                2         24   57   33   16   130       $     0.00
P  4                 3         18   10   70   34   132       $     0.00
P 76                 4         17   46   11   59   133       $     0.00
P 80                 5         11   48   26   52   137       $     0.00
P 56                 6         36   45   19   42   142       $     0.00
P 84                 7         15   49   23   63   150       $     0.00
P 28                 8         30   80   26   19   155       $     0.00
P  5                 9         45   36   54   25   160       $     0.00
P 79                 9         22   29   14   95   160       $     0.00
P 40                 11        78   14   29   41   162       $     0.00
P  2*                12        41   39   45   38   163       $     0.00
P 58                 13        27   39   42   56   164       $     0.00
P 22                 14        53   27   30   55   165       $     0.00
P 57                 15        59   57   39   13   168       $     0.00
P 31                 16        10   59   59   41   169       $     0.00
P 33                 17        28   35   42   66   171       $     0.00
P 15*                18        43   44   29   59   175       $     0.00
P 82                 18        23   50   81   21   175       $     0.00
P 41                 20        89   36   47   10   182       $     0.00
P 44*                20        91   15   22   54   182       $     0.00
P 49*                22        13   84   24   64   185       $     0.00
P 18*                23        28   31   49   78   186       $     0.00
P 78                 23        39   39   83   25   186       $     0.00
P 55                 25        28   17   65   84   194       $     0.00
P  8                 26        60   17   92   26   195       $     0.00
P 14                 27        46   43   11   97   197       $     0.00
P  6                 28        67   14   19   99   199       $     0.00
P 71                 29        34   72   82   12   200       $     0.00
P 34*                30        20   75   20   86   201       $     0.00
P 69                 30        69   44   33   55   201       $     0.00
P 67                 32        32   51   51   71   205       $     0.00
P 36*                33        15   47   77   69   208       $     0.00
P 17                 34        11   98   41   60   210       $     0.00
P 85*                35        44   75   31   63   213       $     0.00
P 63                 36        77   18   40   83   218       $     0.00
P 86*                37        63   54   64   38   219       $     0.00
P 77                 38        62   32   63   65   222       $     0.00
P 75*                39        25   78   63   60   226       $     0.00
P 20                 40        50   76   20   85   231       $     0.00
P 54                 40        54   44   34   99   231       $     0.00
P 13                 42        13   94   61   72   240       $     0.00
P 19*                43        73   24   69   78   244       $     0.00
P 32                 43        58   34   61   91   244       $     0.00
P 11                 45        73   48   46   80   247       $     0.00
P 16                 46        39   47   90   72   248       $     0.00
P 68                 47        55   53   97   44   249       $     0.00
P 26*                48        50   42   77   82   251       $     0.00
P 38                 49        33   62   76   82   253       $     0.00
P 42                 49        35   71   97   50   253       $     0.00
P 39                 51        92   11   57   96   256       $     0.00
P 60                 52        83   51   88   36   258       $     0.00
P 72                 53        39   59   87   83   268       $     0.00
P 73*                54        63   58   99   50   270       $     0.00
P 83                 55        79   19   88   86   272       $     0.00
P 62                 56        51   77   75   85   288       $     0.00
P 64                 57        86   32   81   94   293       $     0.00
